variety,country,points
White Blend,Spain,88
Sparkling Blend,Spain,88
Red Blend,Spain,82
Tinta de Toro,Spain,95
Tempranillo,Spain,89
Albariño,Spain,89
Tempranillo,Spain,91
Chardonnay,Spain,84
Tinta de Toro,Spain,92
Tempranillo,Spain,94
Sparkling Blend,Spain,87
Garnacha,Spain,88
Sparkling Blend,Spain,88
Red Blend,Spain,87
Albariño,Spain,86
Red Blend,Spain,88
Sherry,Spain,90
Palomino,Spain,90
Mencía,Spain,89
Tinta de Toro,Spain,92
Verdejo,Spain,87
Tempranillo Blend,Spain,90
Red Blend,Spain,88
Mencía,Spain,91
Albariño,Spain,85
Rhône-style Red Blend,Spain,85
Albariño,Spain,89
Sherry,Spain,91
Verdejo,Spain,87
Rosé,Spain,87
Garnacha,Spain,87
Sauvignon Blanc,Spain,85
Tempranillo Blend,Spain,91
Red Blend,Spain,88
Tempranillo,Spain,91
Sparkling Blend,Spain,85
Sparkling Blend,Spain,82
Tempranillo,Spain,91
Sparkling Blend,Spain,83
Garnacha,Spain,87
Tempranillo,Spain,83
Tempranillo Blend,Spain,91
Alicante Bouschet,Spain,83
Tempranillo,Spain,83
Tempranillo,Spain,83
Albariño,Spain,81
Red Blend,Spain,81
Sauvignon Blanc,Spain,81
Sparkling Blend,Spain,82
Red Blend,Spain,82
Tempranillo,Spain,86
Tempranillo Blend,Spain,86
Red Blend,Spain,91
Tinta de Toro,Spain,89
Chardonnay,Spain,84
Mencía,Spain,92
Tempranillo,Spain,88
Grenache Blanc,Spain,88
Garnacha,Spain,87
Tempranillo,Spain,88
Tinta de Toro,Spain,90
Mencía,Spain,88
Red Blend,Spain,89
Albariño,Spain,88
Tempranillo Blend,Spain,89
White Blend,Spain,87
Garnacha,Spain,87
Red Blend,Spain,90
Red Blend,Spain,91
Monastrell,Spain,87
Tinta de Toro,Spain,92
Monastrell,Spain,87
Garnacha,Spain,87
Red Blend,Spain,83
Sherry,Spain,83
Godello,Spain,84
Albariño,Spain,89
Red Blend,Spain,86
Albariño,Spain,89
Red Blend,Spain,85
White Blend,Spain,86
Tempranillo,Spain,87
Red Blend,Spain,86
Tempranillo Blend,Spain,86
Moscatel,Spain,88
Red Blend,Spain,92
White Blend,Spain,87
Tinta de Toro,Spain,92
Rosé,Spain,87
Tempranillo,Spain,85
Tempranillo,Spain,87
White Blend,Spain,87
Albariño,Spain,89
Tempranillo,Spain,91
Albariño,Spain,89
Red Blend,Spain,89
Verdejo,Spain,88
Tempranillo,Spain,86
Verdejo,Spain,89
Tempranillo Blend,Spain,86
Albariño,Spain,89
Verdejo,Spain,84
Tempranillo Blend,Spain,86
Tempranillo Blend,Spain,86
Chardonnay,Spain,87
Red Blend,Spain,86
Red Blend,Spain,88
Albariño,Spain,88
Tempranillo Blend,Spain,88
Tinto del Pais,Spain,90
Viura,Spain,84
Sparkling Blend,Spain,87
Tempranillo,Spain,90
Tinto Fino,Spain,87
Garnacha Blanca,Spain,84
Sparkling Blend,Spain,90
Tempranillo,Spain,85
Tempranillo,Spain,88
Tempranillo Blend,Spain,88
Albariño,Spain,85
Tempranillo,Spain,86
Godello,Spain,88
Red Blend,Spain,92
Cabernet Sauvignon,Spain,88
Red Blend,Spain,87
Tempranillo-Merlot,Spain,92
Garnacha,Spain,89
Tempranillo Blend,Spain,92
Red Blend,Spain,88
White Blend,Spain,89
Tinta de Toro,Spain,89
Tempranillo,Spain,89
Albariño,Spain,88
Verdejo,Spain,87
Tempranillo,Spain,92
Rosado,Spain,84
Tinta de Toro,Spain,88
Tempranillo,Spain,88
White Blend,Spain,87
Tempranillo,Spain,84
Albariño,Spain,88
Sparkling Blend,Spain,88
Tempranillo Blend,Spain,88
Tempranillo,Spain,88
Rosado,Spain,84
Albariño,Spain,87
Verdejo,Spain,84
White Blend,Spain,84
Tempranillo Blend,Spain,83
Albariño,Spain,84
Albariño,Spain,84
White Blend,Spain,84
Sauvignon Blanc-Chardonnay,Spain,84
Sparkling Blend,Spain,92
Tempranillo,Spain,88
Albariño,Spain,88
Tempranillo Blend,Spain,89
Syrah,Spain,92
Tempranillo,Spain,88
Albariño,Spain,88
White Blend,Spain,88
Garnacha,Spain,86
Albariño,Spain,80
Tempranillo,Spain,81
Tempranillo,Spain,86
Moscatel,Spain,82
Tempranillo,Spain,88
Tempranillo,Spain,88
Garnacha,Spain,88
Tinto Fino,Spain,88
Tinta de Toro,Spain,87
Mencía,Spain,87
Rosé,Spain,84
Tempranillo,Spain,87
Tempranillo,Spain,93
Verdejo,Spain,87
Tempranillo,Spain,87
Tempranillo,Spain,93
Garnacha,Spain,87
Tempranillo,Spain,94
Tinta de Toro,Spain,84
Verdejo,Spain,84
Red Blend,Spain,90
Mencía,Spain,84
Tempranillo,Spain,84
Red Blend,Spain,90
Tempranillo,Spain,89
Verdejo,Spain,90
Tempranillo,Spain,87
Tempranillo,Spain,88
Tempranillo,Spain,93
Verdejo,Spain,85
Viura,Spain,92
Albariño,Spain,90
Syrah,Spain,91
Tinto Fino,Spain,86
Tempranillo Blend,Spain,91
Tempranillo-Cabernet Sauvignon,Spain,87
Red Blend,Spain,87
Red Blend,Spain,90
Monastrell,Spain,83
Sparkling Blend,Spain,83
Bobal,Spain,83
Tempranillo Blend,Spain,91
Godello,Spain,83
Macabeo-Chardonnay,Spain,83
Mencía,Spain,91
Sparkling Blend,Spain,83
Red Blend,Spain,86
Red Blend,Spain,92
Red Blend,Spain,92
Sparkling Blend,Spain,82
Sparkling Blend,Spain,82
Red Blend,Spain,92
Tinta de Toro,Spain,91
Tempranillo,Spain,91
Red Blend,Spain,92
Sherry,Spain,88
Tempranillo,Spain,83
Tinta de Toro,Spain,91
Tempranillo,Spain,88
Sparkling Blend,Spain,87
Cabernet Sauvignon-Merlot,Spain,86
White Blend,Spain,89
Verdejo,Spain,89
Rosé,Spain,80
Sparkling Blend,Spain,89
Tinto Fino,Spain,91
Tempranillo,Spain,89
Tempranillo,Spain,96
Tempranillo,Spain,85
Tinto Fino,Spain,91
Sparkling Blend,Spain,89
Verdejo,Spain,88
Godello,Spain,88
Tempranillo,Spain,88
Tempranillo,Spain,87
White Blend,Spain,89
Tempranillo,Spain,89
Red Blend,Spain,91
Tempranillo,Spain,89
Garnacha-Tempranillo,Spain,87
Tempranillo,Spain,87
Rosado,Spain,86
Bordeaux-style Red Blend,Spain,86
White Blend,Spain,87
Tempranillo Blend,Spain,86
Monastrell,Spain,87
Tempranillo Blend,Spain,87
Tempranillo,Spain,87
Albariño,Spain,87
Monastrell,Spain,87
Tempranillo-Garnacha,Spain,87
White Blend,Spain,87
Monastrell,Spain,86
Tempranillo,Spain,85
Albariño,Spain,83
Grenache,Spain,83
Tempranillo,Spain,83
Mencía,Spain,90
Garnacha,Spain,89
Premsal,Spain,83
Tempranillo,Spain,84
Tempranillo Blend,Spain,84
Garnacha Tintorera,Spain,84
Tempranillo,Spain,89
Tempranillo Blend,Spain,89
Tempranillo,Spain,91
Viura,Spain,88
Tinta de Toro,Spain,91
Garnacha Blanca,Spain,85
Red Blend,Spain,88
Red Blend,Spain,88
Rosado,Spain,83
Monastrell,Spain,88
Verdejo,Spain,88
Red Blend,Spain,88
Red Blend,Spain,88
Tinta de Toro,Spain,90
Tempranillo,Spain,88
Mencía,Spain,88
Tempranillo-Cabernet Sauvignon,Spain,91
Tempranillo,Spain,88
Tempranillo,Spain,88
Verdejo,Spain,86
Red Blend,Spain,86
Rosé,Spain,86
Tinto Fino,Spain,86
Sauvignon Blanc,Spain,86
Garnacha,Spain,88
Albariño,Spain,89
Red Blend,Spain,85
Tempranillo,Spain,83
Red Blend,Spain,91
Tempranillo Blend,Spain,90
Red Blend,Spain,90
Red Blend,Spain,87
Tempranillo,Spain,87
Tempranillo-Cabernet Sauvignon,Spain,91
Red Blend,Spain,81
Cabernet Sauvignon,Spain,81
Garnacha,Spain,82
Tempranillo,Spain,90
Sparkling Blend,Spain,87
Viura,Spain,89
Rosé,Spain,87
Red Blend,Spain,87
Rosado,Spain,83
Tempranillo,Spain,83
Red Blend,Spain,89
Tempranillo Blend,Spain,89
Tempranillo,Spain,89
Albariño,Spain,91
Tempranillo,Spain,89
Red Blend,Spain,89
Tempranillo Blend,Spain,94
Tinto Fino,Spain,95
Tinta de Toro,Spain,95
Tempranillo,Spain,83
Garnacha,Spain,83
Verdejo,Spain,85
Tempranillo,Spain,85
Sparkling Blend,Spain,85
Verdejo,Spain,86
Albariño,Spain,81
Tinto Fino,Spain,81
Albariño,Spain,81
Tinto del Pais,Spain,84
Cabernet Blend,Spain,87
Albariño,Spain,83
Muscat,Spain,86
Macabeo,Spain,86
Rosado,Spain,83
Albariño,Spain,88
Sparkling Blend,Spain,88
Tinta de Toro,Spain,88
Tempranillo,Spain,87
Tempranillo Blend,Spain,88
Tempranillo,Spain,91
Pedro Ximénez,Spain,91
White Blend,Spain,88
Verdejo-Viura,Spain,88
Verdejo,Spain,88
Verdejo,Spain,90
Viura,Spain,84
Albariño,Spain,90
Sparkling Blend,Spain,88
Tempranillo,Spain,89
Tempranillo Blend,Spain,89
Sparkling Blend,Spain,88
Tempranillo,Spain,89
Red Blend,Spain,90
Garnacha,Spain,85
Albariño,Spain,88
Tempranillo,Spain,91
Sparkling Blend,Spain,88
Red Blend,Spain,88
Pansa Blanca,Spain,84
Sherry,Spain,91
Red Blend,Spain,83
Tempranillo,Spain,82
Viura-Chardonnay,Spain,86
Tempranillo,Spain,91
Red Blend,Spain,84
Tempranillo Blend,Spain,91
White Blend,Spain,88
Sparkling Blend,Spain,91
Mencía,Spain,91
Viura,Spain,84
Tempranillo,Spain,84
Tempranillo,Spain,89
Tempranillo Blend,Spain,90
Tempranillo,Spain,89
Tempranillo,Spain,89
Red Blend,Spain,93
Tempranillo,Spain,83
Red Blend,Spain,91
Red Blend,Spain,87
Mencía,Spain,90
Sparkling Blend,Spain,87
Red Blend,Spain,93
Cabernet Sauvignon,Spain,91
Monastrell,Spain,84
Tempranillo Blanco,Spain,84
Tempranillo-Cabernet Sauvignon,Spain,82
Garnacha-Syrah,Spain,82
Tempranillo Blend,Spain,84
Bobal,Spain,85
Monastrell,Spain,85
Sauvignon Blanc,Spain,84
Verdejo,Spain,84
Sherry,Spain,90
Monastrell,Spain,90
Red Blend,Spain,91
White Blend,Spain,91
Sparkling Blend,Spain,83
Sauvignon Blanc,Spain,83
Sherry,Spain,92
Albariño,Spain,83
Tempranillo,Spain,85
Tempranillo,Spain,91
Tempranillo,Spain,91
Garnacha,Spain,92
Tempranillo Blend,Spain,92
Tempranillo,Spain,91
Tempranillo,Spain,93
Tempranillo,Spain,90
Tempranillo,Spain,93
Tempranillo,Spain,89
Tempranillo Blend,Spain,83
Monastrell,Spain,86
Tinta de Toro,Spain,86
Viura,Spain,86
Tempranillo,Spain,86
Rosé,Spain,86
Tempranillo,Spain,86
Garnacha,Spain,86
Garnacha,Spain,89
Syrah,Spain,91
Sparkling Blend,Spain,87
Tempranillo,Spain,83
Mencía,Spain,83
Albariño,Spain,83
Garnacha,Spain,82
Albariño,Spain,82
Grenache Blend,Spain,86
Tempranillo,Spain,87
Viura,Spain,85
Albariño,Spain,83
Garnacha,Spain,91
Tempranillo Blend,Spain,89
Tinta de Toro,Spain,86
Garnacha,Spain,86
Grenache,Spain,86
Red Blend,Spain,90
Tempranillo,Spain,88
Tempranillo Blend,Spain,88
White Blend,Spain,86
Tempranillo Blend,Spain,82
Tempranillo,Spain,82
Albariño,Spain,86
Viura,Spain,82
Verdejo,Spain,86
White Blend,Spain,85
Viura-Chardonnay,Spain,86
Tempranillo,Spain,86
Tempranillo,Spain,83
Tempranillo Blend,Spain,90
Tempranillo,Spain,87
Viura,Spain,85
Red Blend,Spain,89
Tempranillo Blend,Spain,85
Tempranillo,Spain,85
Godello,Spain,85
Chardonnay,Spain,82
Verdejo,Spain,82
Red Blend,Spain,85
Verdejo,Spain,85
Tempranillo,Spain,93
Tempranillo,Spain,86
White Blend,Spain,86
Albariño,Spain,88
Red Blend,Spain,93
Red Blend,Spain,87
White Blend,Spain,84
Tempranillo,Spain,84
Tempranillo,Spain,86
Rosé,Spain,87
Verdejo,Spain,89
Tempranillo Blend,Spain,89
Red Blend,Spain,88
Tempranillo,Spain,86
Sparkling Blend,Spain,88
Mazuelo,Spain,88
Red Blend,Spain,86
Sparkling Blend,Spain,90
Tempranillo,Spain,88
Verdejo,Spain,89
Viura-Verdejo,Spain,86
Tempranillo Blend,Spain,88
Tempranillo-Cabernet Sauvignon,Spain,88
Cabernet Sauvignon-Tempranillo,Spain,88
Tempranillo,Spain,88
Tempranillo,Spain,91
Sparkling Blend,Spain,86
Verdejo,Spain,88
Verdejo,Spain,88
Red Blend,Spain,89
Palomino,Spain,92
Red Blend,Spain,88
Tempranillo,Spain,88
Sparkling Blend,Spain,89
Rosé,Spain,84
Sparkling Blend,Spain,87
Tempranillo,Spain,87
Tempranillo Blend,Spain,87
Mencía,Spain,87
Albariño,Spain,90
White Blend,Spain,90
Sparkling Blend,Spain,88
Tinta de Toro,Spain,88
Garnacha,Spain,88
Tinta de Toro,Spain,95
Tempranillo Blend,Spain,90
Tempranillo,Spain,86
Tempranillo Blend,Spain,92
Albariño,Spain,89
Sparkling Blend,Spain,89
Chardonnay,Spain,85
Champagne Blend,Spain,85
Graciano,Spain,89
Champagne Blend,Spain,85
Mencía,Spain,92
Champagne Blend,Spain,86
Tempranillo Blend,Spain,93
Champagne Blend,Spain,86
Tempranillo,Spain,87
Tempranillo,Spain,87
Tinto del Pais,Spain,87
Sparkling Blend,Spain,89
Sparkling Blend,Spain,87
Garnacha,Spain,87
Chardonnay,Spain,87
Albariño,Spain,87
Tempranillo,Spain,87
Sparkling Blend,Spain,87
Tempranillo,Spain,92
Mencía,Spain,90
Red Blend,Spain,89
Sparkling Blend,Spain,85
Albariño,Spain,91
Tempranillo,Spain,85
Sparkling Blend,Spain,88
Tinta de Toro,Spain,85
Tinto Fino,Spain,87
Tempranillo Blend,Spain,85
Tempranillo Blend,Spain,91
Tempranillo,Spain,85
Red Blend,Spain,88
Sparkling Blend,Spain,86
Tempranillo Blend,Spain,90
Mencía,Spain,90
Red Blend,Spain,85
Tempranillo Blend,Spain,86
Tempranillo,Spain,85
Tempranillo,Spain,90
Garnacha,Spain,86
Sparkling Blend,Spain,86
Sparkling Blend,Spain,88
Tempranillo,Spain,84
Sparkling Blend,Spain,88
Tempranillo,Spain,84
Tempranillo Blend,Spain,84
Tempranillo,Spain,84
Sparkling Blend,Spain,88
Sparkling Blend,Spain,86
Red Blend,Spain,86
Red Blend,Spain,86
Tempranillo,Spain,86
Tempranillo,Spain,86
Tempranillo Blend,Spain,93
Tempranillo Blend,Spain,90
Tempranillo Blend,Spain,86
Verdejo,Spain,86
Albariño,Spain,88
Tempranillo,Spain,83
Macabeo,Spain,83
Verdejo,Spain,83
Rosado,Spain,85
Verdejo,Spain,87
Verdejo,Spain,87
Tempranillo,Spain,83
Verdejo,Spain,83
Tempranillo,Spain,83
Sparkling Blend,Spain,86
Garnacha Blanca,Spain,89
Garnacha,Spain,89
Red Blend,Spain,92
Tempranillo,Spain,86
Tempranillo Blend,Spain,84
Sherry,Spain,84
Godello,Spain,89
Tempranillo,Spain,89
Garnacha,Spain,89
Monastrell,Spain,86
Red Blend,Spain,83
Tempranillo,Spain,84
Cabernet Sauvignon,Spain,83
Red Blend,Spain,86
Tempranillo Blend,Spain,86
Tinto del Pais,Spain,86
Hondarrabi Zuri,Spain,89
Tempranillo,Spain,86
White Blend,Spain,86
Albariño,Spain,89
White Blend,Spain,87
Tempranillo,Spain,87
Albariño,Spain,90
Bobal,Spain,87
Tempranillo Blend,Spain,87
Cabernet Sauvignon-Merlot,Spain,87
Rosé,Spain,84
Red Blend,Spain,92
Tempranillo,Spain,90
Monastrell-Syrah,Spain,84
Sherry,Spain,90
Tempranillo,Spain,90
Tempranillo,Spain,85
Tempranillo Blend,Spain,84
Tinta de Toro,Spain,89
Garnacha,Spain,85
Tempranillo,Spain,89
Tempranillo,Spain,92
Tempranillo-Cabernet Sauvignon,Spain,85
Garnacha,Spain,88
Tempranillo-Garnacha,Spain,89
Rosé,Spain,85
Red Blend,Spain,95
Tempranillo-Cabernet Sauvignon,Spain,88
White Blend,Spain,84
Tempranillo Blend,Spain,94
Cabernet Sauvignon,Spain,88
Red Blend,Spain,89
Tinto Fino,Spain,86
Tempranillo,Spain,88
White Blend,Spain,84
Tempranillo-Merlot,Spain,84
Sparkling Blend,Spain,84
Tempranillo,Spain,88
Tempranillo,Spain,88
Xarel-lo,Spain,87
Grenache,Spain,88
Rosado,Spain,88
Albariño,Spain,90
Sparkling Blend,Spain,88
Tempranillo Blend,Spain,88
Red Blend,Spain,88
Tinta de Toro,Spain,91
Tinta de Toro,Spain,91
Cabernet Sauvignon-Syrah,Spain,89
Garnacha,Spain,90
Tempranillo Blend,Spain,89
Albariño,Spain,89
Mencía,Spain,89
Mencía,Spain,93
Tempranillo,Spain,89
Tempranillo,Spain,90
Mencía,Spain,93
Garnacha Blanca,Spain,85
Garnacha,Spain,89
Grenache Blanc,Spain,85
Sparkling Blend,Spain,87
Mencía,Spain,93
White Blend,Spain,85
Verdejo,Spain,85
Sparkling Blend,Spain,89
Sherry,Spain,90
Red Blend,Spain,92
Tempranillo,Spain,92
Tinto Fino,Spain,90
Tinto del Pais,Spain,92
Tempranillo,Spain,92
Sparkling Blend,Spain,85
Sparkling Blend,Spain,87
Tempranillo-Garnacha,Spain,88
Tempranillo,Spain,84
Tempranillo Blend,Spain,89
Tinto Fino,Spain,88
Garnacha,Spain,89
White Blend,Spain,88
Tinto Fino,Spain,88
Sparkling Blend,Spain,89
Sparkling Blend,Spain,88
Tempranillo,Spain,88
Monastrell,Spain,84
Tinta de Toro,Spain,84
Red Blend,Spain,84
Tempranillo Blend,Spain,83
Verdejo,Spain,83
Verdejo,Spain,83
Red Blend,Spain,90
Sherry,Spain,90
Tempranillo,Spain,83
Sherry,Spain,92
Garnacha,Spain,83
Tempranillo Blend,Spain,90
Red Blend,Spain,90
Tempranillo Blend,Spain,91
Tempranillo,Spain,91
Albariño,Spain,86
Tempranillo Blend,Spain,91
Sparkling Blend,Spain,86
Tinto Fino,Spain,91
Tempranillo,Spain,91
Tempranillo Blend,Spain,87
Red Blend,Spain,87
Trepat,Spain,90
Tempranillo Blend,Spain,88
Red Blend,Spain,90
Tempranillo,Spain,89
Tempranillo Blend,Spain,83
Godello,Spain,86
Tempranillo,Spain,84
Tempranillo,Spain,94
Tempranillo,Spain,93
Albariño,Spain,83
Sparkling Blend,Spain,84
Red Blend,Spain,93
Red Blend,Spain,84
Albariño,Spain,84
Tempranillo,Spain,84
Tempranillo,Spain,89
Tinto del Pais,Spain,87
Sparkling Blend,Spain,84
Cariñena-Garnacha,Spain,90
Tempranillo Blend,Spain,85
Sparkling Blend,Spain,85
Tempranillo,Spain,85
Sparkling Blend,Spain,85
Mencía,Spain,85
Albariño,Spain,89
Tempranillo,Spain,87
Sauvignon,Spain,87
Godello,Spain,87
Godello,Spain,85
Albariño,Spain,88
Tempranillo,Spain,87
Verdejo,Spain,89
Godello,Spain,90
Godello,Spain,90
Tempranillo,Spain,91
White Blend,Spain,88
Tempranillo,Spain,86
Cabernet Sauvignon,Spain,93
Tempranillo,Spain,92
Bordeaux-style Red Blend,Spain,89
Albariño,Spain,89
Albariño,Spain,90
Mencía,Spain,90
Sparkling Blend,Spain,84
Tempranillo,Spain,84
Garnacha,Spain,83
White Blend,Spain,84
Tempranillo,Spain,91
Tempranillo,Spain,84
Garnacha,Spain,83
Garnacha,Spain,83
Verdejo,Spain,83
Albariño,Spain,83
White Blend,Spain,83
Tempranillo Blend,Spain,84
Viura-Chardonnay,Spain,84
Red Blend,Spain,89
Red Blend,Spain,84
Red Blend,Spain,84
Sparkling Blend,Spain,85
White Blend,Spain,85
Verdejo,Spain,85
Tempranillo Blend,Spain,91
Red Blend,Spain,85
Red Blend,Spain,93
Xarel-lo,Spain,85
Tempranillo,Spain,90
Red Blend,Spain,89
Grenache-Carignan,Spain,89
Red Blend,Spain,92
Red Blend,Spain,92
Sparkling Blend,Spain,83
Tempranillo,Spain,92
Tempranillo Blend,Spain,91
Tempranillo Blend,Spain,91
White Blend,Spain,84
Verdejo,Spain,84
Tinto Fino,Spain,92
Syrah,Spain,84
Verdejo,Spain,84
Monastrell-Syrah,Spain,85
Syrah,Spain,85
Sparkling Blend,Spain,84
Verdejo,Spain,87
Tempranillo Blanco,Spain,84
Rosé,Spain,86
Albariño,Spain,87
Grenache,Spain,87
White Blend,Spain,87
Godello,Spain,87
Red Blend,Spain,86
Tempranillo,Spain,86
Sparkling Blend,Spain,87
Rosado,Spain,87
Sherry,Spain,87
Tempranillo,Spain,86
Red Blend,Spain,89
Albariño,Spain,89
Verdejo,Spain,86
Red Blend,Spain,86
Tempranillo,Spain,89
Garnacha,Spain,85
Red Blend,Spain,91
Tempranillo,Spain,91
Garnacha,Spain,84
Red Blend,Spain,85
Tempranillo,Spain,85
Sparkling Blend,Spain,88
Mencía,Spain,89
Red Blend,Spain,86
Chardonnay,Spain,86
Tempranillo,Spain,86
Albariño,Spain,86
Tempranillo,Spain,84
Albariño,Spain,84
Garnacha-Syrah,Spain,86
Garnacha Blanca,Spain,88
Red Blend,Spain,88
Albariño,Spain,88
Sparkling Blend,Spain,85
Tempranillo Blend,Spain,84
Tempranillo,Spain,83
Rosé,Spain,83
Red Blend,Spain,83
Sparkling Blend,Spain,89
Red Blend,Spain,83
Tempranillo Blend,Spain,88
Tempranillo,Spain,87
Tempranillo,Spain,85
Verdejo,Spain,88
Verdejo,Spain,87
Tempranillo,Spain,87
Red Blend,Spain,88
Tempranillo Blend,Spain,84
Bobal-Cabernet Sauvignon,Spain,84
Red Blend,Spain,88
Tempranillo,Spain,92
Chardonnay,Spain,86
Sparkling Blend,Spain,88
Tempranillo,Spain,89
Red Blend,Spain,84
Tempranillo,Spain,89
Sparkling Blend,Spain,84
Tempranillo,Spain,89
Tempranillo Blend,Spain,84
Sparkling Blend,Spain,84
Tempranillo,Spain,89
Albariño,Spain,90
Tempranillo,Spain,92
Red Blend,Spain,89
Vidadillo,Spain,89
White Blend,Spain,85
White Blend,Spain,85
Pansa Blanca,Spain,85
Monastrell,Spain,88
Tempranillo-Cabernet Sauvignon,Spain,85
Red Blend,Spain,85
Garnacha-Syrah,Spain,85
Tempranillo Blend,Spain,85
Moscatel,Spain,85
Tempranillo Blend,Spain,91
Verdejo,Spain,85
Verdejo,Spain,86
Rosé,Spain,88
Sauvignon,Spain,86
Red Blend,Spain,85
Tempranillo Blend,Spain,87
Monastrell,Spain,91
Tempranillo,Spain,86
Verdejo,Spain,85
Red Blend,Spain,88
Sauvignon Blanc,Spain,83
Albariño,Spain,83
Maturana,Spain,87
Tempranillo Blend,Spain,86
Albariño,Spain,86
Tempranillo,Spain,87
Tempranillo,Spain,87
Bobal,Spain,86
Tempranillo,Spain,87
Tempranillo,Spain,86
Red Blend,Spain,84
Tempranillo Blend,Spain,84
Tempranillo,Spain,84
Tempranillo,Spain,86
Albariño,Spain,86
Chardonnay,Spain,86
Tempranillo,Spain,93
Garnacha,Spain,86
Grenache-Carignan,Spain,93
Tempranillo,Spain,93
Viura,Spain,86
Tempranillo,Spain,90
Verdejo,Spain,84
White Blend,Spain,84
Tempranillo,Spain,84
Sauvignon Blanc,Spain,85
Tempranillo Blend,Spain,89
Tempranillo,Spain,90
Tinta de Toro,Spain,89
Tempranillo Blend,Spain,88
Red Blend,Spain,88
Malvasia,Spain,87
Verdejo,Spain,87
Red Blend,Spain,86
White Blend,Spain,87
Red Blend,Spain,94
Mencía,Spain,90
Tempranillo-Cabernet Sauvignon,Spain,85
Verdejo,Spain,86
Tempranillo,Spain,86
Garnacha,Spain,84
Garnacha,Spain,84
Red Blend,Spain,89
Sparkling Blend,Spain,91
Red Blend,Spain,91
White Blend,Spain,84
Red Blend,Spain,86
Tempranillo Blend,Spain,86
Tempranillo,Spain,86
Albariño,Spain,88
Garnacha,Spain,86
Tinta Fina,Spain,86
Sparkling Blend,Spain,86
Tempranillo,Spain,86
Sparkling Blend,Spain,86
Tempranillo,Spain,86
Tempranillo,Spain,86
Godello,Spain,86
Sparkling Blend,Spain,86
Verdejo,Spain,86
Rosado,Spain,86
Monastrell,Spain,86
Mencía,Spain,86
Tempranillo,Spain,86
Tempranillo,Spain,91
Merlot,Spain,84
Tempranillo,Spain,88
Red Blend,Spain,88
Red Blend,Spain,85
Albariño,Spain,85
Red Blend,Spain,88
Tempranillo,Spain,89
Tempranillo Blend,Spain,90
Tempranillo,Spain,84
Sparkling Blend,Spain,90
Tempranillo,Spain,91
Rosé,Spain,90
Merlot-Cabernet Sauvignon,Spain,85
Albariño,Spain,84
Red Blend,Spain,91
Tempranillo,Spain,92
Monastrell-Syrah,Spain,84
Red Blend,Spain,84
Tinta de Toro,Spain,85
Tempranillo,Spain,84
Albariño,Spain,89
Rosé,Spain,84
Tempranillo,Spain,84
Tempranillo,Spain,84
Sparkling Blend,Spain,85
Red Blend,Spain,91
Tempranillo Blend,Spain,89
Verdejo,Spain,85
Red Blend,Spain,91
Tempranillo Blend,Spain,91
Palomino,Spain,91
Tempranillo Blend,Spain,88
Sparkling Blend,Spain,91
Monastrell,Spain,85
Hondarrabi Zuri,Spain,89
Tempranillo,Spain,83
Tempranillo,Spain,84
Rosado,Spain,84
Tinto Fino,Spain,89
Red Blend,Spain,89
Tempranillo,Spain,92
Tempranillo,Spain,89
Albariño,Spain,89
Tinta Fina,Spain,89
Tempranillo,Spain,89
Red Blend,Spain,92
Sparkling Blend,Spain,89
Tempranillo Blend,Spain,92
Garnacha,Spain,85
Garnacha,Spain,85
Rosado,Spain,85
Rhône-style Red Blend,Spain,85
Tempranillo Blend,Spain,90
Tempranillo Blend,Spain,95
Tempranillo Blend,Spain,90
Sherry,Spain,90
Red Blend,Spain,89
Cabernet Sauvignon,Spain,82
Tempranillo Blend,Spain,90
Red Blend,Spain,90
Garnacha,Spain,83
Tempranillo,Spain,83
Tempranillo,Spain,87
Red Blend,Spain,90
Sparkling Blend,Spain,90
Red Blend,Spain,88
Monastrell,Spain,85
Tempranillo,Spain,84
Albariño,Spain,91
Verdejo,Spain,84
Tempranillo,Spain,84
Tempranillo-Cabernet Sauvignon,Spain,88
Verdejo,Spain,87
Viura,Spain,82
Sparkling Blend,Spain,87
White Blend,Spain,84
Rosé,Spain,82
Garnacha,Spain,82
Garnacha,Spain,88
Tempranillo,Spain,84
Mencía,Spain,90
Sparkling Blend,Spain,82
Red Blend,Spain,88
Red Blend,Spain,88
Rosé,Spain,83
Mencía,Spain,89
Mencía,Spain,89
Tempranillo,Spain,92
Petit Verdot,Spain,88
Red Blend,Spain,88
Tempranillo,Spain,89
White Blend,Spain,87
Shiraz-Cabernet Sauvignon,Spain,91
Garnacha,Spain,84
Red Blend,Spain,88
Garnacha,Spain,84
Godello,Spain,88
Tempranillo Blanco,Spain,83
Merlot,Spain,87
Tinta de Toro,Spain,92
Tinta de Toro,Spain,91
Rosé,Spain,87
Tempranillo,Spain,87
Tempranillo Blend,Spain,92
Rosé,Spain,82
Albariño,Spain,89
Godello,Spain,86
Verdejo,Spain,86
Albariño,Spain,88
Tempranillo,Spain,80
Mencía,Spain,80
Godello,Spain,80
Red Blend,Spain,81
Tempranillo,Spain,92
Mencía,Spain,82
Tempranillo,Spain,91
Tempranillo,Spain,82
Tempranillo,Spain,93
Tempranillo Blend,Spain,90
Red Blend,Spain,91
Tempranillo,Spain,82
Garnacha Tintorera,Spain,90
Red Blend,Spain,91
Chardonnay,Spain,86
Sparkling Blend,Spain,86
Red Blend,Spain,87
Mencía,Spain,90
Viura,Spain,92
